,prism_consumer_id,score,reason_1,reason_2,reason_3,cash_score
6236,6236,0.3549321259399707,High transaction volume,Limited length of transaction history,Short observable income history,680
6237,6237,0.6584930280872382,High transaction volume,Highly variable monthly net cash flow,Limited length of transaction history,617
6238,6238,0.5718743093686467,High transaction volume,Limited length of transaction history,Low minimum monthly balance,636
6239,6239,0.6304824748030087,High transaction volume,Limited length of transaction history,High proportion of income spent on essentials,623
6240,6240,0.41306934371913195,High transaction volume,Limited length of transaction history,Frequent cash withdrawals,668
6241,6241,0.648041020824775,High transaction volume,Limited savings account activity,Frequent internal transfers between accounts,619
6242,6242,0.23340798502871007,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,709
6243,6243,0.6128270778458436,High transaction volume,Limited length of transaction history,Frequent internal transfers between accounts,627
6244,6244,0.6283212349424917,High transaction volume,Low minimum monthly balance,Limited length of transaction history,624
6245,6245,0.09166422536831655,High transaction volume,High income volatility,Limited length of transaction history,765
6246,6246,0.7678574173934175,High transaction volume,Limited length of transaction history,Low minimum monthly balance,590
6247,6247,0.6371355616067335,Low minimum monthly balance,High transaction volume,Low average monthly balance,622
6248,6248,0.23340798502871007,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,709
6249,6249,0.4645277978424088,High transaction volume,Recent overdraft activity,High income volatility,657
6250,6250,0.6749078509023944,High transaction volume,Limited length of transaction history,Frequent automotive-related expenses,613
6251,6251,0.5020260266207213,High transaction volume,Limited length of transaction history,Limited savings account activity,650
6252,6252,0.689030386381571,High transaction volume,Frequent internal transfers between accounts,Limited length of transaction history,610
6253,6253,0.6937134722886038,High transaction volume,Low minimum monthly balance,Limited savings account activity,609
6254,6254,0.5494939173426132,High transaction volume,Recent overdraft activity,Frequent cash withdrawals,640
6255,6255,0.7490193297941481,Low minimum monthly balance,High transaction volume,Large fluctuations in monthly balances,595
6256,6256,0.5758449792979038,High transaction volume,Low minimum monthly balance,Frequent internal transfers between accounts,635
6257,6257,0.2420699500160339,Limited savings account activity,Frequent internal transfers between accounts,Low net monthly cash flow,707
6258,6258,0.47818302462741724,Gambling-related spending,High transaction volume,High income volatility,654
6259,6259,0.5466398782143733,High transaction volume,High proportion of income spent on essentials,Frequent cash withdrawals,641
6260,6260,0.705080818094776,High transaction volume,High proportion of income spent on essentials,Limited savings account activity,606
6261,6261,0.7703516357999107,High transaction volume,Frequent overdrafts,Short observable income history,589
6262,6262,0.6269858596165591,High transaction volume,Limited length of transaction history,High proportion of income spent on essentials,624
6263,6263,0.700243110804042,High transaction volume,Limited length of transaction history,High proportion of income spent on essentials,608
6264,6264,0.8217916056419958,High transaction volume,Low minimum monthly balance,Highly variable monthly net cash flow,574
6265,6265,0.7963402841333976,High transaction volume,Frequent overdrafts,High proportion of income spent on essentials,582
6266,6266,0.6931435715353599,High transaction volume,Frequent cash withdrawals,High proportion of income spent on essentials,609
6267,6267,0.49312964334206316,High transaction volume,Low minimum monthly balance,Frequent internal transfers between accounts,651
6268,6268,0.23340798502871007,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,709
6269,6269,0.27784930661464413,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,698
6270,6270,0.5849508630003153,High transaction volume,High income volatility,Frequent cash withdrawals,633
6271,6271,0.5363375413187,High transaction volume,Recent overdraft activity,High credit card payment activity,643
6272,6272,0.5048559300763971,High transaction volume,High proportion of income spent on essentials,Frequent cash withdrawals,649
6273,6273,0.544937826258725,High transaction volume,Frequent internal transfers between accounts,High proportion of income spent on essentials,641
6274,6274,0.7438523641361102,Low minimum monthly balance,High transaction volume,Low average monthly balance,597
6275,6275,0.8524461469502347,High transaction volume,Low minimum monthly balance,Highly variable monthly net cash flow,562
6276,6276,0.3577614293829025,High transaction volume,Frequent cash withdrawals,Limited length of transaction history,679
6277,6277,0.27784930661464413,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,698
6278,6278,0.7061072943116438,High transaction volume,Frequent overdrafts,Recent overdraft activity,606
6279,6279,0.3937256745945521,High transaction volume,Frequent internal transfers between accounts,Multiple active debt-related expense categories,672
6280,6280,0.4893900147946963,High transaction volume,Recent overdraft activity,High income volatility,652
6281,6281,0.8825840148469322,High transaction volume,Low minimum monthly balance,Low average monthly balance,549
6282,6282,0.37229096981195575,High transaction volume,Frequent internal transfers between accounts,High income volatility,676
6283,6283,0.641232419974159,High transaction volume,Frequent automotive-related expenses,Limited length of transaction history,621
6284,6284,0.17978877761155562,High transaction volume,Limited length of transaction history,Limited savings account activity,726
6285,6285,0.23340798502871007,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,709
6286,6286,0.5423826115476946,High transaction volume,Limited length of transaction history,High proportion of income spent on essentials,642
6287,6287,0.4965560770068821,High transaction volume,Frequent overdrafts,Recent overdraft activity,651
6288,6288,0.7010106634871323,High transaction volume,Limited length of transaction history,High proportion of income spent on essentials,607
6289,6289,0.27784930661464413,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,698
6290,6290,0.4988246743064303,Low minimum monthly balance,Highly variable monthly net cash flow,Limited length of transaction history,650
6291,6291,0.693704014740976,High transaction volume,Frequent overdrafts,Recent overdraft activity,609
6292,6292,0.35045389769807084,High transaction volume,Frequent cash withdrawals,Limited length of transaction history,681
6293,6293,0.6748311465724203,High transaction volume,Frequent overdrafts,Low minimum monthly balance,613
6294,6294,0.18459142632763428,High transaction volume,Frequent gifts or donation spending,High proportion of income spent on essentials,724
6295,6295,0.767140312053359,High transaction volume,Low minimum monthly balance,Frequent overdrafts,590
6296,6296,0.7760372706675271,Low minimum monthly balance,High transaction volume,Low average monthly balance,588
6297,6297,0.5392902728432958,High transaction volume,High credit card payment activity,High discretionary entertainment spending,642
6298,6298,0.8247296355836525,High transaction volume,Low minimum monthly balance,Limited length of transaction history,573
6299,6299,0.21828305864301242,High transaction volume,High income volatility,Limited length of transaction history,714
6300,6300,0.43625154696967233,High transaction volume,Limited length of transaction history,Frequent internal transfers between accounts,663
6301,6301,0.4781594502364848,Low minimum monthly balance,High transaction volume,Limited length of transaction history,654
6302,6302,0.5676122688531194,High transaction volume,Limited length of transaction history,Highly variable monthly net cash flow,636
6303,6303,0.6651595204554618,High transaction volume,Recent overdraft activity,Frequent overdrafts,616
6304,6304,0.5819863986175567,High transaction volume,Frequent overdrafts,High proportion of income spent on essentials,633
6305,6305,0.6324701840849444,High transaction volume,Frequent cash withdrawals,Limited length of transaction history,623
6306,6306,0.514897810811872,High transaction volume,Frequent internal transfers between accounts,Limited length of transaction history,647
6307,6307,0.7203370616478676,High transaction volume,Low minimum monthly balance,High proportion of income spent on essentials,603
6308,6308,0.5224057209493935,High transaction volume,Frequent internal transfers between accounts,High proportion of income spent on essentials,646
6309,6309,0.2895682734746565,High transaction volume,Limited length of transaction history,High income volatility,695
6310,6310,0.5587209603433128,High transaction volume,Limited length of transaction history,Frequent internal transfers between accounts,638
6311,6311,0.48083570620009747,High transaction volume,Limited length of transaction history,Frequent cash withdrawals,654
6312,6312,0.39829249797710814,High transaction volume,Recent overdraft activity,High income volatility,671
6313,6313,0.7216359109879016,High transaction volume,Low minimum monthly balance,Limited length of transaction history,602
6314,6314,0.23340798502871007,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,709
6315,6315,0.6955317104457295,High transaction volume,Frequent overdrafts,Recent overdraft activity,609
6316,6316,0.9245230763621018,High transaction volume,Low minimum monthly balance,Frequent overdrafts,525
6317,6317,0.5057054666582899,High transaction volume,Frequent cash withdrawals,Limited length of transaction history,649
6318,6318,0.6134574199179066,High transaction volume,Low minimum monthly balance,Limited savings account activity,627
6319,6319,0.7397641828225779,High transaction volume,Low minimum monthly balance,Limited length of transaction history,598
6320,6320,0.5690885487559791,High transaction volume,Frequent cash withdrawals,Limited length of transaction history,636
6321,6321,0.789523243321925,Low minimum monthly balance,High transaction volume,Low average monthly balance,584
6322,6322,0.3521740386963198,High transaction volume,Low average monthly balance,Frequent internal transfers between accounts,680
6323,6323,0.2638192990708771,High transaction volume,Limited length of transaction history,Limited savings account activity,701
6324,6324,0.4457313613332327,High transaction volume,Frequent cash withdrawals,Limited length of transaction history,661
6325,6325,0.41151154187947186,High transaction volume,Frequent internal transfers between accounts,Limited length of transaction history,668
6326,6326,0.4993641232731402,High transaction volume,Low minimum monthly balance,High proportion of income spent on essentials,650
6327,6327,0.33317752111684623,High transaction volume,High income volatility,Short observable income history,685
6328,6328,0.6406826031563682,High transaction volume,Limited length of transaction history,Frequent cash withdrawals,621
6329,6329,0.27784930661464413,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,698
6330,6330,0.8081024603727249,High transaction volume,Low minimum monthly balance,Gambling-related spending,578
6331,6331,0.660846874824222,High transaction volume,Low minimum monthly balance,High proportion of income spent on essentials,617
6332,6332,0.900482995115173,High transaction volume,Low minimum monthly balance,Low average monthly balance,540
6333,6333,0.5157680256290986,High transaction volume,Limited length of transaction history,Frequent internal transfers between accounts,647
6334,6334,0.5713031187399567,High transaction volume,High proportion of income spent on essentials,Limited length of transaction history,636
6335,6335,0.7251536365764728,High transaction volume,High proportion of income spent on essentials,Limited length of transaction history,601
6336,6336,0.570288031985872,High transaction volume,Limited length of transaction history,Limited savings account activity,636
6337,6337,0.5481926833211525,High transaction volume,Frequent internal transfers between accounts,Limited savings account activity,640
6338,6338,0.3726141677097311,High transaction volume,Limited length of transaction history,High proportion of income spent on essentials,676
6339,6339,0.27784930661464413,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,698
6340,6340,0.569490753130268,High transaction volume,Limited length of transaction history,Limited savings account activity,636
6341,6341,0.8052543610575523,High transaction volume,Low minimum monthly balance,Large fluctuations in monthly balances,579
6342,6342,0.23340798502871007,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,709
6343,6343,0.4128215347916195,High transaction volume,Limited length of transaction history,Limited savings account activity,668
6344,6344,0.6259695830320087,High transaction volume,Gambling-related spending,Frequent cash withdrawals,624
6345,6345,0.7874390570195252,High transaction volume,Limited length of transaction history,Low minimum monthly balance,585
6346,6346,0.2000820702551441,High transaction volume,Frequent cash withdrawals,High income volatility,719
6347,6347,0.7228980480923497,High transaction volume,Frequent overdrafts,Recent overdraft activity,602
6348,6348,0.6585846869792097,High transaction volume,High income volatility,Limited length of transaction history,617
6349,6349,0.7698257925152178,High transaction volume,Frequent overdrafts,Limited length of transaction history,590
6350,6350,0.23340798502871007,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,709
6351,6351,0.27784930661464413,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,698
6352,6352,0.8097640667868925,Low minimum monthly balance,High transaction volume,Low average monthly balance,578
6353,6353,0.5100960075675736,High transaction volume,Frequent overdrafts,Recent overdraft activity,648
6354,6354,0.5267349148732294,High transaction volume,Limited savings account activity,Limited length of transaction history,645
6355,6355,0.3635823891595724,High transaction volume,Limited length of transaction history,Limited savings account activity,678
6356,6356,0.6877745874738385,High transaction volume,Limited length of transaction history,High proportion of income spent on essentials,611
6357,6357,0.5255556180926249,High transaction volume,Highly variable monthly net cash flow,Limited length of transaction history,645
6358,6358,0.40636039711947153,High transaction volume,Frequent overdrafts,High proportion of income spent on essentials,669
6359,6359,0.8996174085095052,High transaction volume,Low minimum monthly balance,Limited length of transaction history,540
6360,6360,0.7980659361836265,High transaction volume,Low minimum monthly balance,Low average monthly balance,581
6361,6361,0.7612388578624145,High transaction volume,Low minimum monthly balance,Highly variable monthly net cash flow,592
6362,6362,0.7364857140717684,High transaction volume,Recent overdraft activity,Limited length of transaction history,599
6363,6363,0.1925631525576161,High transaction volume,Frequent cash withdrawals,High income volatility,722
6364,6364,0.8713812270067003,Low minimum monthly balance,High transaction volume,Low average monthly balance,554
6365,6365,0.6430824064536532,High transaction volume,Limited length of transaction history,Limited savings account activity,621
6366,6366,0.27784930661464413,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,698
6367,6367,0.27784930661464413,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,698
6368,6368,0.7576718803453748,High transaction volume,Low minimum monthly balance,Large fluctuations in monthly balances,593
6369,6369,0.6957095265123189,High transaction volume,Low minimum monthly balance,High proportion of income spent on essentials,609
6370,6370,0.6359429815098636,High transaction volume,Low minimum monthly balance,Low average monthly balance,622
6371,6371,0.6925362764158715,High transaction volume,Low minimum monthly balance,Limited length of transaction history,609
6372,6372,0.7458474767428671,High transaction volume,Low minimum monthly balance,Limited length of transaction history,596
6373,6373,0.10886837047306332,High transaction volume,Frequent transfers to external accounts,Frequent internal transfers between accounts,755
6374,6374,0.43287761009225634,High transaction volume,Frequent cash withdrawals,High proportion of income spent on essentials,664
6375,6375,0.21634739188226587,High transaction volume,Frequent internal transfers between accounts,Recent overdraft activity,714
6376,6376,0.7003684148335951,High transaction volume,Frequent overdrafts,Frequent internal transfers between accounts,608
6377,6377,0.671908734712703,High transaction volume,Limited length of transaction history,Limited savings account activity,614
6378,6378,0.46688436190509697,High transaction volume,Frequent cash withdrawals,Limited length of transaction history,657
6379,6379,0.5691407393706762,High transaction volume,Frequent internal transfers between accounts,High income volatility,636
6380,6380,0.7286493593857182,High transaction volume,Limited length of transaction history,High proportion of income spent on essentials,601
6381,6381,0.5636521794833017,High transaction volume,Limited savings account activity,Frequent cash withdrawals,637
6382,6382,0.23340798502871007,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,709
6383,6383,0.27784930661464413,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,698
6384,6384,0.5508270935666219,High transaction volume,Frequent internal transfers between accounts,Limited savings account activity,640
6385,6385,0.27784930661464413,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,698
6386,6386,0.6197063422914979,High transaction volume,Limited length of transaction history,Frequent internal transfers between accounts,626
6387,6387,0.513458210473235,High transaction volume,Recent overdraft activity,Frequent internal transfers between accounts,647
6388,6388,0.7555769351751042,High transaction volume,High proportion of income spent on essentials,Limited length of transaction history,594
6389,6389,0.8078405042093696,High transaction volume,Low minimum monthly balance,Low average monthly balance,578
6390,6390,0.27784930661464413,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,698
6391,6391,0.35267502236349585,High transaction volume,Frequent cash withdrawals,Limited length of transaction history,680
6392,6392,0.8380794475876551,High transaction volume,Low minimum monthly balance,Low average monthly balance,568
6393,6393,0.2983943856140756,High transaction volume,Limited length of transaction history,Limited savings account activity,693
6394,6394,0.46887733773824225,High transaction volume,Highly variable monthly net cash flow,Limited length of transaction history,656
6395,6395,0.6532715900380871,High transaction volume,Limited length of transaction history,Frequent automotive-related expenses,618
6396,6396,0.41296350882354,High transaction volume,Low minimum monthly balance,Limited length of transaction history,668
6397,6397,0.678467995987402,High transaction volume,Limited length of transaction history,Limited savings account activity,613
6398,6398,0.73093953675162,High transaction volume,Highly variable monthly net cash flow,Limited length of transaction history,600
6399,6399,0.8113628351014863,Low minimum monthly balance,High transaction volume,Low average monthly balance,577
6400,6400,0.7416622136990788,High transaction volume,Low minimum monthly balance,Large fluctuations in monthly balances,597
6401,6401,0.7231187648302144,High transaction volume,Low minimum monthly balance,Limited length of transaction history,602
6402,6402,0.6381352205447299,High transaction volume,High income volatility,Frequent cash withdrawals,622
6403,6403,0.21396502941836631,High transaction volume,Frequent internal transfers between accounts,Limited length of transaction history,715
6404,6404,0.5795638743746595,High transaction volume,Limited savings account activity,Frequent internal transfers between accounts,634
6405,6405,0.8194861773866802,High transaction volume,Low minimum monthly balance,Limited length of transaction history,574
6406,6406,0.27784930661464413,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,698
6407,6407,0.7902761885739312,High transaction volume,Frequent overdrafts,Low minimum monthly balance,584
6408,6408,0.7434349575630602,High transaction volume,Frequent overdrafts,Recent overdraft activity,597
6409,6409,0.49125976860245446,High transaction volume,Frequent internal transfers between accounts,Limited length of transaction history,652
6410,6410,0.27784930661464413,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,698
6411,6411,0.6260674704110877,High transaction volume,Low minimum monthly balance,Limited length of transaction history,624
6412,6412,0.23340798502871007,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,709
6413,6413,0.6459860666840427,High transaction volume,Low minimum monthly balance,Large fluctuations in monthly balances,620
6414,6414,0.5475774394552141,High transaction volume,Low minimum monthly balance,Limited length of transaction history,640
6415,6415,0.7404375257578926,High transaction volume,Low minimum monthly balance,Low average monthly balance,598
6416,6416,0.66717026795273,High transaction volume,Low minimum monthly balance,Limited length of transaction history,615
6417,6417,0.8119091776190118,Low minimum monthly balance,High transaction volume,Low average monthly balance,577
6418,6418,0.6958503814174167,High transaction volume,Frequent overdrafts,Recent overdraft activity,609
6419,6419,0.3676803786392535,High transaction volume,High income volatility,High proportion of income spent on essentials,677
6420,6420,0.444100163589033,High transaction volume,Limited length of transaction history,High proportion of income spent on essentials,661
6421,6421,0.34703847891172096,High transaction volume,Recent overdraft activity,Frequent internal transfers between accounts,682
6422,6422,0.7290033662996765,High transaction volume,Low minimum monthly balance,Limited length of transaction history,601
6423,6423,0.27784930661464413,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,698
6424,6424,0.5990927944561841,High transaction volume,Limited length of transaction history,High credit card payment activity,630
6425,6425,0.8155673153579766,High transaction volume,Low minimum monthly balance,Limited length of transaction history,576
6426,6426,0.302334229082188,High transaction volume,Frequent cash withdrawals,Frequent internal transfers between accounts,692
6427,6427,0.49918108592332233,High transaction volume,Frequent internal transfers between accounts,Highly variable monthly net cash flow,650
6428,6428,0.7863810630295341,High transaction volume,Limited length of transaction history,Low minimum monthly balance,585
6429,6429,0.6262042753172951,High transaction volume,Frequent cash withdrawals,Limited length of transaction history,624
6430,6430,0.5759227712727293,High transaction volume,Recent overdraft activity,Limited length of transaction history,635
6431,6431,0.3803853800088034,High transaction volume,Low minimum monthly balance,Limited length of transaction history,674
6432,6432,0.7032971490412925,High transaction volume,Low minimum monthly balance,Large fluctuations in monthly balances,607
6433,6433,0.2214102360642806,High transaction volume,Frequent internal transfers between accounts,Limited savings account activity,713
6434,6434,0.7221301073437805,High transaction volume,High proportion of income spent on essentials,Limited length of transaction history,602
6435,6435,0.6308207193513647,High transaction volume,Limited length of transaction history,High proportion of income spent on essentials,623
6436,6436,0.7807975529134669,High transaction volume,Low minimum monthly balance,Frequent overdrafts,586
6437,6437,0.7171761400587359,High transaction volume,Low minimum monthly balance,Limited length of transaction history,603
6438,6438,0.3555617942463037,High transaction volume,High income volatility,Limited length of transaction history,680
6439,6439,0.6248156784323297,High transaction volume,High proportion of income spent on essentials,Recent overdraft activity,624
6440,6440,0.5320088192178097,High transaction volume,Low minimum monthly balance,Limited length of transaction history,644
6441,6441,0.4607016724691478,High transaction volume,Limited length of transaction history,High income volatility,658
6442,6442,0.6962050068099976,Low minimum monthly balance,High transaction volume,Low average monthly balance,609
6443,6443,0.2954485720929356,High transaction volume,High credit card payment activity,Limited length of transaction history,693
6444,6444,0.27784930661464413,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,698
6445,6445,0.6898410939091134,High transaction volume,Low minimum monthly balance,Recent overdraft activity,610
6446,6446,0.7811994152817575,High transaction volume,Frequent overdrafts,High proportion of income spent on essentials,586
6447,6447,0.7217345213788331,High transaction volume,Limited savings account activity,Limited length of transaction history,602
6448,6448,0.6934087161201699,High transaction volume,Low minimum monthly balance,Large fluctuations in monthly balances,609
6449,6449,0.5790090815053075,High transaction volume,Frequent cash withdrawals,Frequent internal transfers between accounts,634
6450,6450,0.3402924699131097,High transaction volume,Recent overdraft activity,Frequent transfers to external accounts,683
6451,6451,0.23340798502871007,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,709
6452,6452,0.5639848859555645,High transaction volume,Recent overdraft activity,Frequent automotive-related expenses,637
6453,6453,0.46464419574047827,High transaction volume,Multiple active debt-related expense categories,Limited length of transaction history,657
6454,6454,0.42303288403220957,High transaction volume,Frequent internal transfers between accounts,Multiple active debt-related expense categories,666
6455,6455,0.7867468357894183,High transaction volume,Low minimum monthly balance,Low average monthly balance,585
6456,6456,0.7811374144717328,High transaction volume,Low minimum monthly balance,Frequent overdrafts,586
6457,6457,0.5097635829584319,High transaction volume,Frequent internal transfers between accounts,High proportion of income spent on essentials,648
6458,6458,0.5205741185959963,High transaction volume,Frequent internal transfers between accounts,High discretionary entertainment spending,646
6459,6459,0.6876002652020311,High transaction volume,Low minimum monthly balance,Limited length of transaction history,611
6460,6460,0.23340798502871007,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,709
6461,6461,0.28475298780924324,High transaction volume,High income volatility,Frequent cash withdrawals,696
6462,6462,0.6123216796432267,High transaction volume,Frequent overdrafts,High proportion of income spent on essentials,627
6463,6463,0.44100437768777584,High transaction volume,Limited length of transaction history,Frequent cash withdrawals,662
6464,6464,0.27784930661464413,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,698
6465,6465,0.8790728412465704,High transaction volume,Low minimum monthly balance,Low average monthly balance,551
6466,6466,0.5217107907871871,High transaction volume,Limited length of transaction history,Limited savings account activity,646
6467,6467,0.7870201477725204,Low minimum monthly balance,High transaction volume,Low average monthly balance,585
6468,6468,0.23340798502871007,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,709
6469,6469,0.8372934855877898,Low minimum monthly balance,High transaction volume,Large fluctuations in monthly balances,568
6470,6470,0.6670559553568077,High transaction volume,Frequent overdrafts,Highly variable monthly net cash flow,615
6471,6471,0.3916000972585861,High transaction volume,Short observable income history,Limited length of transaction history,672
6472,6472,0.45727280742520127,High transaction volume,Frequent automotive-related expenses,Limited savings account activity,659
6473,6473,0.4222932382501491,High transaction volume,Frequent cash withdrawals,Frequent internal transfers between accounts,666
6474,6474,0.8686586094929598,High transaction volume,Low minimum monthly balance,Short observable income history,556
6475,6475,0.5914184644136938,High transaction volume,Frequent cash withdrawals,Frequent overdrafts,632
6476,6476,0.6117998262641124,High transaction volume,Short observable income history,Limited length of transaction history,627
6477,6477,0.5580450313192252,Low minimum monthly balance,High transaction volume,Frequent internal transfers between accounts,638
6478,6478,0.5356639820022021,High transaction volume,Frequent cash withdrawals,Limited length of transaction history,643
6479,6479,0.766652087608141,High transaction volume,Low minimum monthly balance,Highly variable monthly net cash flow,591
6480,6480,0.8301936164489337,High transaction volume,Low minimum monthly balance,Limited length of transaction history,571
6481,6481,0.27784930661464413,Frequent internal transfers between accounts,Limited savings account activity,Low net monthly cash flow,698
6482,6482,0.133002221482592,High transaction volume,Limited length of transaction history,Limited savings account activity,744
6483,6483,0.5638754499281303,High transaction volume,High proportion of income spent on essentials,Recent overdraft activity,637
6484,6484,0.2436819583620983,High transaction volume,Frequent internal transfers between accounts,Multiple active debt-related expense categories,707
6485,6485,0.2984542410235259,High transaction volume,Frequent internal transfers between accounts,Limited length of transaction history,693
6486,6486,0.8208878893607919,High transaction volume,Low minimum monthly balance,Limited length of transaction history,574
6487,6487,0.42308046700570523,High transaction volume,Frequent cash withdrawals,High income volatility,666
6488,6488,0.7487079375180686,High transaction volume,Low minimum monthly balance,Limited length of transaction history,595
6489,6489,0.6832008884210141,High transaction volume,Low minimum monthly balance,Highly variable monthly net cash flow,612
6490,6490,0.4724233266082385,High transaction volume,Frequent overdrafts,Recent overdraft activity,656
6491,6491,0.440648956102387,High transaction volume,Limited length of transaction history,High proportion of income spent on essentials,662
6492,6492,0.8063750910980048,High transaction volume,Low minimum monthly balance,Limited length of transaction history,579
6493,6493,0.555564172367094,High transaction volume,Limited savings account activity,Frequent internal transfers between accounts,639
6494,6494,0.4093550562686376,High transaction volume,Limited length of transaction history,Frequent cash withdrawals,668
6495,6495,0.38215767674384526,High transaction volume,High income volatility,Frequent internal transfers between accounts,674
6496,6496,0.8588137766445676,High transaction volume,Low minimum monthly balance,Low average monthly balance,560
6497,6497,0.1649347740649495,Frequent internal transfers between accounts,Limited length of transaction history,Short observable income history,731
6498,6498,0.29025228357698213,High transaction volume,Limited savings account activity,Limited length of transaction history,695
6499,6499,0.8597648516528649,High transaction volume,Low minimum monthly balance,Large fluctuations in monthly balances,559
6500,6500,0.41849796128059996,High transaction volume,Limited length of transaction history,Limited savings account activity,666
6501,6501,0.5192868746874512,High transaction volume,Low minimum monthly balance,Frequent overdrafts,646
6502,6502,0.541456674478377,High transaction volume,High proportion of income spent on essentials,Gambling-related spending,642
6503,6503,0.7532474451396151,High transaction volume,Low minimum monthly balance,Large fluctuations in monthly balances,594
6504,6504,0.8064843749896707,High transaction volume,Frequent overdrafts,Recent overdraft activity,579
6505,6505,0.6453699270563534,High transaction volume,Limited length of transaction history,Limited savings account activity,620
6506,6506,0.48327085544045645,High transaction volume,Limited length of transaction history,High credit card payment activity,653
6507,6507,0.5988878456555159,High transaction volume,Limited length of transaction history,Frequent cash withdrawals,630
6508,6508,0.23340798502871007,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,709
6509,6509,0.4261684488881597,High transaction volume,Frequent internal transfers between accounts,Frequent cash withdrawals,665
6510,6510,0.6169802594838539,High transaction volume,High income volatility,Frequent internal transfers between accounts,626
6511,6511,0.37160889122320706,High transaction volume,Limited length of transaction history,Frequent internal transfers between accounts,676
6512,6512,0.6924115747996884,High transaction volume,Low minimum monthly balance,Recent overdraft activity,609
6513,6513,0.37228501665874825,High transaction volume,Limited length of transaction history,Frequent internal transfers between accounts,676
6514,6514,0.8756948795441524,High transaction volume,Low minimum monthly balance,Limited length of transaction history,552
6515,6515,0.6167960210076822,High transaction volume,Low minimum monthly balance,Large fluctuations in monthly balances,626
6516,6516,0.5661424088937641,High transaction volume,Frequent overdrafts,High income volatility,637
6517,6517,0.603041881746993,High transaction volume,Limited length of transaction history,High proportion of income spent on essentials,629
6518,6518,0.5396116928591992,High transaction volume,Frequent overdrafts,High proportion of income spent on essentials,642
6519,6519,0.6701195757184697,High transaction volume,Frequent automotive-related expenses,Frequent cash withdrawals,615
6520,6520,0.7203163933895264,High transaction volume,Gambling-related spending,High proportion of income spent on essentials,603
6521,6521,0.6475293841839581,High transaction volume,Limited length of transaction history,Frequent internal transfers between accounts,620
6522,6522,0.37272283336821865,High transaction volume,Limited length of transaction history,Frequent cash withdrawals,676
6523,6523,0.4648207797486051,High transaction volume,Low minimum monthly balance,Limited length of transaction history,657
6524,6524,0.23340798502871007,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,709
6525,6525,0.5487438027963965,High transaction volume,High proportion of income spent on essentials,Limited length of transaction history,640
6526,6526,0.7528667016074339,High transaction volume,Low minimum monthly balance,Frequent overdrafts,594
6527,6527,0.5013392157289885,High transaction volume,Limited length of transaction history,High proportion of income spent on essentials,650
6528,6528,0.23340798502871007,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,709
6529,6529,0.49948935002725514,High transaction volume,Limited length of transaction history,High proportion of income spent on essentials,650
6530,6530,0.6474492316820262,High transaction volume,Limited length of transaction history,Frequent internal transfers between accounts,620
6531,6531,0.23340798502871007,Frequent internal transfers between accounts,Low net monthly cash flow,Frequent transfers to external accounts,709
6532,6532,0.5309111694344241,High transaction volume,Recent overdraft activity,Limited savings account activity,644
6533,6533,0.7713977848524015,High transaction volume,Low minimum monthly balance,Low average monthly balance,589
6534,6534,0.5992348709443115,High transaction volume,Frequent cash withdrawals,High income volatility,630
6535,6535,0.10501073898260134,High transaction volume,Limited length of transaction history,High proportion of income spent on essentials,757
